7.139154677833282e-04	-1.948815e+00	-8.306138e-01	-1.269123e+00	1.269123e-03	-1.269123e-03	1.269123e-03	1.269123e-03
7.297915216778589e-04	-1.983899e+00	-6.713456e-01	-1.194925e+00	1.194926e-03	-1.194926e-03	1.194926e-03	1.194926e-03
7.451221465881550e-04	-1.999061e+00	-5.097674e-01	-1.108513e+00	1.108513e-03	-1.108513e-03	1.108513e-03	1.108513e-03
7.631865124836288e-04	-1.993139e+00	-3.137304e-01	-9.916608e-01	9.916609e-04	-9.916609e-04	9.916609e-04	9.916609e-04
7.864623665434434e-04	-1.947742e+00	-5.771928e-02	-8.201334e-01	8.201334e-04	-8.201334e-04	8.201334e-04	8.201334e-04
8.241724607808309e-04	-1.786710e+00	3.508976e-01	-5.092282e-01	5.092282e-04	-5.092282e-04	5.092282e-04	5.092282e-04
8.653826905257581e-04	-1.497038e+00	7.720899e-01	-1.431266e-01	1.431266e-04	-1.431266e-04	1.431266e-04	1.431266e-04
9.001528097495240e-04	-1.174016e+00	1.088583e+00	1.746778e-01	-1.746778e-04	1.746778e-04	-1.746778e-04	-1.746778e-04
9.321167156530239e-04	-8.274161e-01	1.322242e+00	4.557907e-01	-4.557907e-04	4.557907e-04	-4.557907e-04	-4.557907e-04
9.841602282083673e-04	-1.987200e-01	1.575159e+00	8.594417e-01	-8.594417e-04	8.594417e-04	-8.594417e-04	-8.594417e-04
1.040992198926533e-03	5.094467e-01	1.678300e+00	1.200183e+00	-1.200183e-03	1.200183e-03	-1.200183e-03	-1.200183e-03
1.092079671224350e-03	1.093627e+00	1.598569e+00	1.385749e+00	-1.385749e-03	1.385749e-03	-1.385749e-03	-1.385749e-03
1.135380393503425e-03	1.503379e+00	1.395237e+00	1.428144e+00	-1.428144e-03	1.428144e-03	-1.428144e-03	-1.428144e-03
1.180699500872329e-03	1.813379e+00	1.073390e+00	1.362983e+00	-1.362983e-03	1.362983e-03	-1.362983e-03	-1.362983e-03
1.211355188880568e-03	1.941331e+00	8.069183e-01	1.261323e+00	-1.261323e-03	1.261323e-03	-1.261323e-03	-1.261323e-03
1.226605603002731e-03	1.978432e+00	6.587529e-01	1.188657e+00	-1.188657e-03	1.188657e-03	-1.188657e-03	-1.188657e-03
1.245532752739969e-03	1.999212e+00	4.644722e-01	1.079696e+00	-1.079696e-03	1.079696e-03	-1.079696e-03	-1.079696e-03
1.263339238429154e-03	1.992980e+00	2.762654e-01	9.630640e-01	-9.630641e-04	9.630641e-04	-9.630641e-04	-9.630641e-04
1.286710720025277e-03	1.947031e+00	2.573218e-02	7.898566e-01	-7.898565e-04	7.898565e-04	-7.898565e-04	-7.898565e-04
1.324572754378935e-03	1.784444e+00	-3.739803e-01	4.791254e-01	-4.791254e-04	4.791254e-04	-4.791254e-04	-4.791254e-04
1.366017736033196e-03	1.491734e+00	-7.860411e-01	1.151472e-01	-1.151472e-04	1.151472e-04	-1.151472e-04	-1.151472e-04
1.403082690502516e-03	1.144012e+00	-1.111870e+00	-2.175231e-01	2.175231e-04	-2.175231e-04	2.175231e-04	2.175231e-04
1.438687503915968e-03	7.515590e-01	-1.358162e+00	-5.217447e-01	5.217447e-04	-5.217447e-04	5.217447e-04	5.217447e-04
1.493221025543411e-03	8.516135e-02	-1.593997e+00	-9.238463e-01	9.238463e-04	-9.238463e-04	9.238463e-04	9.238463e-04
1.552783450580290e-03	-6.512037e-01	-1.666262e+00	-1.252493e+00	1.252493e-03	-1.252493e-03	1.252493e-03	1.252493e-03
1.600499555380417e-03	-1.180643e+00	-1.563698e+00	-1.400485e+00	1.400485e-03	-1.400485e-03	1.400485e-03	1.400485e-03
1.643099526526605e-03	-1.565560e+00	-1.342932e+00	-1.420701e+00	1.420701e-03	-1.420701e-03	1.420701e-03	1.420701e-03
1.687413265734181e-03	-1.847342e+00	-1.016565e+00	-1.342421e+00	1.342421e-03	-1.342421e-03	1.342421e-03	1.342421e-03
1.711626884522502e-03	-1.942149e+00	-8.030614e-01	-1.257405e+00	1.257405e-03	-1.257405e-03	1.257405e-03	1.257405e-03
1.726943873121890e-03	-1.979051e+00	-6.537222e-01	-1.183145e+00	1.183145e-03	-1.183145e-03	1.183145e-03	1.183145e-03
1.745951376659714e-03	-1.999353e+00	-4.591552e-01	-1.073884e+00	1.073884e-03	-1.073884e-03	1.073884e-03	1.073884e-03
1.763494927383707e-03	-1.992815e+00	-2.741917e-01	-9.591845e-01	9.591845e-04	-9.591845e-04	9.591845e-04	9.591845e-04
1.786963883833849e-03	-1.946302e+00	-2.316871e-02	-7.855877e-01	7.855876e-04	-7.855876e-04	7.855876e-04	7.855876e-04
1.824980743912921e-03	-1.782123e+00	3.774191e-01	-4.742393e-01	4.742394e-04	-4.742394e-04	4.742394e-04	4.742394e-04
1.866222458546697e-03	-1.490019e+00	7.867602e-01	-1.127436e-01	1.127436e-04	-1.127436e-04	1.127436e-04	1.127436e-04
1.903376065539134e-03	-1.140986e+00	1.112782e+00	2.201069e-01	-2.201069e-04	2.201069e-04	-2.201069e-04	-2.201069e-04
1.939141161877710e-03	-7.462729e-01	1.359563e+00	5.250593e-01	-5.250594e-04	5.250594e-04	-5.250594e-04	-5.250594e-04
1.993787200360148e-03	-7.805251e-02	1.640893e+00	9.545845e-01	-9.545845e-04	9.545845e-04	-9.545845e-04	-9.545845e-04
2.000000000000000e-03	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)
