0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.935113836814341e-08	3.745458e-03	3.728353e-03	3.422309e-09	-3.422309e-09	-3.422309e-09
1.987022767362868e-07	7.490897e-03	7.424622e-03	1.325453e-08	-1.325453e-08	-1.325453e-08
2.980534151044302e-07	1.123632e-02	1.108881e-02	2.949667e-08	-2.949667e-08	-2.949667e-08
3.974045534725737e-07	1.498172e-02	1.472091e-02	5.214871e-08	-5.214871e-08	-5.214871e-08
4.967556918407171e-07	1.872710e-02	1.832092e-02	8.121067e-08	-8.121067e-08	-8.121067e-08
5.961068302088604e-07	2.247247e-02	2.188885e-02	1.166825e-07	-1.166825e-07	-1.166825e-07
6.954579685770037e-07	2.621781e-02	2.542470e-02	1.585643e-07	-1.585643e-07	-1.585643e-07
1.390826547642080e-06	5.243026e-02	4.943186e-02	5.993108e-07	-5.993108e-07	-5.993108e-07
2.545530168378941e-06	9.594786e-02	8.667070e-02	1.853849e-06	-1.853849e-06	-1.853849e-06
4.236500320289162e-06	1.596369e-01	1.358384e-01	4.754354e-06	-4.754354e-06	-4.754354e-06
6.613296035824775e-06	2.490285e-01	1.954610e-01	1.069791e-05	-1.069791e-05	-1.069791e-05
9.814640186511029e-06	3.690659e-01	2.610109e-01	2.156987e-05	-2.156987e-05	-2.156987e-05
1.407257688847328e-05	5.277628e-01	3.272031e-01	4.001009e-05	-4.001009e-05	-4.001009e-05
1.964318202504635e-05	7.330331e-01	3.866224e-01	6.903995e-05	-6.903995e-05	-6.903995e-05
2.694868097511657e-05	9.966341e-01	4.319286e-01	1.123749e-04	-1.123749e-04	-1.123749e-04
3.654559980204143e-05	1.329816e+00	4.566470e-01	1.736240e-04	-1.736240e-04	-1.736240e-04
4.654559980204143e-05	1.656371e+00	4.557799e-01	2.388122e-04	-2.388122e-04	-2.388122e-04
5.654559980204143e-05	1.956805e+00	4.363950e-01	3.025389e-04	-3.025389e-04	-3.025389e-04
6.654559980204143e-05	2.226378e+00	4.045635e-01	3.626073e-04	-3.626073e-04	-3.626073e-04
7.654559980204143e-05	2.460840e+00	3.637159e-01	4.174843e-04	-4.174843e-04	-4.174843e-04
8.654559980204143e-05	2.656493e+00	3.158838e-01	4.660271e-04	-4.660271e-04	-4.660271e-04
9.654559980204143e-05	2.810252e+00	2.624786e-01	5.073387e-04	-5.073387e-04	-5.073387e-04
1.065455998020414e-04	2.919691e+00	2.046538e-01	5.407052e-04	-5.407052e-04	-5.407052e-04
1.165455998020414e-04	2.983085e+00	1.435890e-01	5.661341e-04	-5.661341e-04	-5.661341e-04
1.240560724533304e-04	2.999789e+00	9.606312e-02	5.793066e-04	-5.793066e-04	-5.793066e-04
1.321491457146673e-04	2.987902e+00	4.375940e-02	5.869226e-04	-5.869226e-04	-5.869226e-04
1.421491457146673e-04	2.930607e+00	-2.134846e-02	5.880803e-04	-5.880803e-04	-5.880803e-04
1.521491457146673e-04	2.827095e+00	-8.608331e-02	5.804065e-04	-5.804065e-04	-5.804065e-04
1.621491457146673e-04	2.678998e+00	-1.494698e-01	5.635811e-04	-5.635811e-04	-5.635811e-04
1.721491457146673e-04	2.488652e+00	-2.105033e-01	5.378687e-04	-5.378687e-04	-5.378687e-04
1.821491457146673e-04	2.259058e+00	-2.682192e-01	5.036742e-04	-5.036742e-04	-5.036742e-04
1.921491457146673e-04	1.993838e+00	-3.217061e-01	4.615366e-04	-4.615366e-04	-4.615366e-04
2.021491457146673e-04	1.697173e+00	-3.701199e-01	4.121204e-04	-4.121204e-04	-4.121204e-04
2.121491457146673e-04	1.373743e+00	-4.126970e-01	3.562049e-04	-3.562049e-04	-3.562049e-04
2.221491457146673e-04	1.028649e+00	-4.487656e-01	2.946717e-04	-2.946717e-04	-2.946717e-04
2.321491457146673e-04	6.673317e-01	-4.777570e-01	2.284915e-04	-2.284915e-04	-2.284915e-04
2.421491457146673e-04	2.954904e-01	-4.992140e-01	1.587079e-04	-1.587079e-04	-1.587079e-04
2.521491457146673e-04	-8.101103e-02	-5.127980e-01	8.642127e-05	-8.642127e-05	-8.642127e-05
2.621491457146673e-04	-4.562348e-01	-5.182949e-01	1.277177e-05	-1.277177e-05	-1.277177e-05
2.721491457146673e-04	-8.242635e-01	-5.156180e-01	-6.107915e-05	6.107915e-05	6.107915e-05
2.821491457146674e-04	-1.179293e+00	-5.048095e-01	-1.339668e-04	1.339668e-04	1.339668e-04
2.921491457146674e-04	-1.515725e+00	-4.860398e-01	-2.047417e-04	2.047417e-04	2.047417e-04
3.021491457146674e-04	-1.828252e+00	-4.596050e-01	-2.722878e-04	2.722878e-04	2.722878e-04
3.121491457146674e-04	-2.111947e+00	-4.259220e-01	-3.355397e-04	3.355397e-04	3.355397e-04
3.221491457146675e-04	-2.362335e+00	-3.855219e-01	-3.934999e-04	3.934999e-04	3.934999e-04
3.321491457146675e-04	-2.575468e+00	-3.390419e-01	-4.452544e-04	4.452544e-04	4.452544e-04
3.421491457146675e-04	-2.747984e+00	-2.872150e-01	-4.899870e-04	4.899870e-04	4.899870e-04
3.521491457146676e-04	-2.877163e+00	-2.308586e-01	-5.269921e-04	5.269921e-04	5.269921e-04
3.621491457146676e-04	-2.960967e+00	-1.708614e-01	-5.556863e-04	5.556863e-04	5.556863e-04
3.721491457146676e-04	-2.998075e+00	-1.081925e-01	-5.757801e-04	5.757801e-04	5.757801e-04
3.814400071610683e-04	-2.990181e+00	-4.838818e-02	-5.861684e-04	5.861684e-04	5.861684e-04
3.914400071610683e-04	-2.936208e+00	1.670335e-02	-5.882669e-04	5.882669e-04	5.882669e-04
4.014400071610683e-04	-2.835928e+00	8.151081e-02	-5.812515e-04	5.812515e-04	5.812515e-04
4.114400071610683e-04	-2.690924e+00	1.450339e-01	-5.650696e-04	5.650696e-04	5.650696e-04
4.214400071610684e-04	-2.503482e+00	2.062702e-01	-5.399764e-04	5.399764e-04	5.399764e-04
4.314400071610684e-04	-2.276559e+00	2.642538e-01	-5.063675e-04	5.063675e-04	5.063675e-04
4.414400071610684e-04	-2.013734e+00	3.180700e-01	-4.647729e-04	4.647729e-04	4.647729e-04
4.514400071610685e-04	-1.719150e+00	3.668702e-01	-4.158485e-04	4.158485e-04	4.158485e-04
4.614400071610685e-04	-1.397455e+00	4.098846e-01	-3.603660e-04	3.603660e-04	3.603660e-04
4.714400071610685e-04	-1.053721e+00	4.464349e-01	-2.992002e-04	2.992002e-04	2.992002e-04
4.814400071610685e-04	-6.933689e-01	4.759446e-01	-2.333160e-04	2.333160e-04	2.333160e-04
4.914400071610685e-04	-3.220822e-01	4.979484e-01	-1.637521e-04	1.637521e-04	1.637521e-04
5.014400071610685e-04	5.428403e-02	5.120993e-01	-9.160586e-05	9.160586e-05	9.160586e-05
5.114400071610686e-04	4.297941e-01	5.181741e-01	-1.801490e-05	1.801490e-05	1.801490e-05
5.214400071610686e-04	7.985261e-01	5.160769e-01	5.586017e-05	-5.586017e-05	-5.586017e-05
5.314400071610686e-04	1.154665e+00	5.058410e-01	1.288543e-04	-1.288543e-04	-1.288543e-04
5.414400071610686e-04	1.492594e+00	4.876276e-01	1.998163e-04	-1.998163e-04	-1.998163e-04
5.514400071610687e-04	1.806984e+00	4.617240e-01	2.676271e-04	-2.676271e-04	-2.676271e-04
5.614400071610687e-04	2.092876e+00	4.285387e-01	3.312172e-04	-3.312172e-04	-3.312172e-04
5.714400071610687e-04	2.345763e+00	3.885952e-01	3.895839e-04	-3.895839e-04	-3.895839e-04
5.814400071610687e-04	2.561656e+00	3.425232e-01	4.418066e-04	-4.418066e-04	-4.418066e-04
5.914400071610688e-04	2.737150e+00	2.910495e-01	4.870617e-04	-4.870617e-04	-4.870617e-04
6.014400071610688e-04	2.869477e+00	2.349858e-01	5.246356e-04	-5.246356e-04	-5.246356e-04
6.114400071610688e-04	2.956551e+00	1.752162e-01	5.539356e-04	-5.539356e-04	-5.539356e-04
6.214400071610688e-04	2.996999e+00	1.126921e-01	5.745605e-04	-5.745605e-04	-5.745605e-04
6.311760706079174e-04	2.990969e+00	5.009063e-02	5.858797e-04	-5.858797e-04	-5.858797e-04
6.411760706079174e-04	2.938232e+00	-1.498245e-02	5.883261e-04	-5.883261e-04	-5.883261e-04
6.511760706079175e-04	2.839158e+00	-7.981124e-02	5.815550e-04	-5.815550e-04	-5.815550e-04
6.611760706079175e-04	2.695308e+00	-1.433818e-01	5.656126e-04	-5.656126e-04	-5.656126e-04
6.711760706079175e-04	2.508951e+00	-2.046914e-01	5.407502e-04	-5.407502e-04	-5.407502e-04
6.811760706079175e-04	2.283027e+00	-2.627729e-01	5.073597e-04	-5.073597e-04	-5.073597e-04
6.911760706079176e-04	2.021098e+00	-3.167104e-01	4.659680e-04	-4.659680e-04	-4.659680e-04
7.011760706079176e-04	1.727295e+00	-3.656532e-01	4.172277e-04	-4.172277e-04	-4.172277e-04
7.111760706079176e-04	1.406252e+00	-4.088295e-01	3.619074e-04	-3.619074e-04	-3.619074e-04
7.211760706079176e-04	1.063031e+00	-4.455583e-01	3.008797e-04	-3.008797e-04	-3.008797e-04
7.311760706079177e-04	7.030458e-01	-4.752604e-01	2.351069e-04	-2.351069e-04	-2.351069e-04
7.411760706079177e-04	3.319730e-01	-4.974673e-01	1.656263e-04	-1.656263e-04	-1.656263e-04
7.511760706079177e-04	-4.433521e-02	-5.118288e-01	9.353369e-05	-9.353369e-05	-9.353369e-05
7.611760706079178e-04	-4.199443e-01	-5.181186e-01	1.996601e-05	-1.996601e-05	-1.996601e-05
7.711760706079178e-04	-7.889305e-01	-5.162373e-01	-5.391655e-05	5.391655e-05	5.391655e-05
7.811760706079178e-04	-1.145475e+00	-5.062146e-01	-1.269488e-04	1.269488e-04	1.269488e-04
7.911760706079178e-04	-1.483954e+00	-4.882086e-01	-1.979790e-04	1.979790e-04	1.979790e-04
8.011760706079179e-04	-1.799031e+00	-4.625033e-01	-2.658870e-04	2.658870e-04	2.658870e-04
8.111760706079179e-04	-2.085736e+00	-4.295040e-01	-3.296018e-04	3.296018e-04	3.296018e-04
8.211760706079179e-04	-2.339548e+00	-3.897312e-01	-3.881185e-04	3.881185e-04	3.881185e-04
8.311760706079179e-04	-2.556463e+00	-3.438120e-01	-4.405144e-04	4.405144e-04	4.405144e-04
8.411760706079180e-04	-2.733062e+00	-2.924708e-01	-4.859631e-04	4.859631e-04	4.859631e-04
8.511760706079180e-04	-2.866558e+00	-2.365171e-01	-5.237479e-04	5.237479e-04	5.237479e-04
8.611760706079180e-04	-2.954848e+00	-1.768335e-01	-5.532728e-04	5.532728e-04	5.532728e-04
8.711760706079180e-04	-2.996537e+00	-1.143643e-01	-5.740949e-04	5.740949e-04	5.740949e-04
8.810777917606649e-04	-2.991254e+00	-5.072432e-02	-5.857706e-04	5.857706e-04	5.857706e-04
8.910777917606649e-04	-2.938978e+00	1.434149e-02	-5.883464e-04	5.883464e-04	5.883464e-04
9.010777917606650e-04	-2.840352e+00	7.917810e-02	-5.816664e-04	5.816664e-04	5.816664e-04
9.110777917606650e-04	-2.696933e+00	1.427662e-01	-5.658132e-04	5.658132e-04	5.658132e-04
9.210777917606650e-04	-2.510981e+00	2.041029e-01	-5.410367e-04	5.410367e-04	5.410367e-04
9.310777917606651e-04	-2.285429e+00	2.622208e-01	-5.077278e-04	5.077278e-04	5.077278e-04
9.410777917606651e-04	-2.023834e+00	3.162033e-01	-4.664117e-04	4.664117e-04	4.664117e-04
9.510777917606651e-04	-1.730323e+00	3.651991e-01	-4.177401e-04	4.177401e-04	4.177401e-04
9.610777917606651e-04	-1.409524e+00	4.084355e-01	-3.624804e-04	3.624804e-04	3.624804e-04
9.710777917606652e-04	-1.066495e+00	4.452307e-01	-3.015042e-04	3.015042e-04	3.015042e-04
9.810777917606652e-04	-7.066472e-01	4.750043e-01	-2.357731e-04	2.357731e-04	2.357731e-04
9.910777917606652e-04	-3.356551e-01	4.972868e-01	-1.663237e-04	1.663237e-04	1.663237e-04
1.001077791760665e-03	4.063055e-02	5.117267e-01	-9.425127e-05	9.425127e-05	9.425127e-05
1.011077791760665e-03	4.162754e-01	5.180965e-01	-2.069247e-05	2.069247e-05	2.069247e-05
1.021077791760665e-03	7.853553e-01	5.162956e-01	5.319268e-05	-5.319268e-05	-5.319268e-05
1.031077791760665e-03	1.142050e+00	5.063523e-01	1.262389e-04	-1.262389e-04	-1.262389e-04
1.041077791760665e-03	1.480733e+00	4.884236e-01	1.972943e-04	-1.972943e-04	-1.972943e-04
1.051077791760665e-03	1.796065e+00	4.627922e-01	2.652383e-04	-2.652383e-04	-2.652383e-04
1.061077791760665e-03	2.083071e+00	4.298622e-01	3.289993e-04	-3.289993e-04	-3.289993e-04
1.071077791760665e-03	2.337227e+00	3.901531e-01	3.875718e-04	-3.875718e-04	-3.875718e-04
1.081077791760665e-03	2.554522e+00	3.442910e-01	4.400320e-04	-4.400320e-04	-4.400320e-04
1.091077791760665e-03	2.731532e+00	2.929992e-01	4.855526e-04	-4.855526e-04	-4.855526e-04
1.101077791760665e-03	2.865463e+00	2.370867e-01	5.234159e-04	-5.234159e-04	-5.234159e-04
1.111077791760666e-03	2.954205e+00	1.774352e-01	5.530245e-04	-5.530245e-04	-5.530245e-04
1.121077791760666e-03	2.996357e+00	1.149866e-01	5.739200e-04	-5.739200e-04	-5.739200e-04
1.131041190207340e-03	2.991359e+00	5.096029e-02	5.857297e-04	-5.857297e-04	-5.857297e-04
1.141041190207340e-03	2.939255e+00	-1.410276e-02	5.883538e-04	-5.883538e-04	-5.883538e-04
1.151041190207340e-03	2.840796e+00	-7.894227e-02	5.817076e-04	-5.817076e-04	-5.817076e-04
1.161041190207340e-03	2.697537e+00	-1.425369e-01	5.658876e-04	-5.658876e-04	-5.658876e-04
1.171041190207340e-03	2.511735e+00	-2.038836e-01	5.411432e-04	-5.411432e-04	-5.411432e-04
1.181041190207340e-03	2.286322e+00	-2.620150e-01	5.078646e-04	-5.078646e-04	-5.078646e-04
1.191041190207340e-03	2.024853e+00	-3.160143e-01	4.665768e-04	-4.665768e-04	-4.665768e-04
1.201041190207340e-03	1.731450e+00	-3.650298e-01	4.179307e-04	-4.179307e-04	-4.179307e-04
1.211041190207340e-03	1.410742e+00	-4.082886e-01	3.626936e-04	-3.626936e-04	-3.626936e-04
1.221041190207341e-03	1.067785e+00	-4.451085e-01	3.017366e-04	-3.017366e-04	-3.017366e-04
1.231041190207341e-03	7.079881e-01	-4.749087e-01	2.360211e-04	-2.360211e-04	-2.360211e-04
1.241041190207341e-03	3.370262e-01	-4.972193e-01	1.665834e-04	-1.665834e-04	-1.665834e-04
1.251041190207341e-03	-3.925082e-02	-5.116885e-01	9.451849e-05	-9.451849e-05	-9.451849e-05
1.261041190207341e-03	-4.149088e-01	-5.180880e-01	2.096301e-05	-2.096301e-05	-2.096301e-05
1.271041190207341e-03	-7.840235e-01	-5.163170e-01	-5.292307e-05	5.292307e-05	5.292307e-05
1.281041190207341e-03	-1.140774e+00	-5.064034e-01	-1.259745e-04	1.259745e-04	1.259745e-04
1.291041190207341e-03	-1.479533e+00	-4.885035e-01	-1.970393e-04	1.970393e-04	1.970393e-04
1.301041190207341e-03	-1.794959e+00	-4.628996e-01	-2.649966e-04	2.649966e-04	2.649966e-04
1.311041190207341e-03	-2.082078e+00	-4.299954e-01	-3.287748e-04	3.287748e-04	3.287748e-04
1.321041190207341e-03	-2.336361e+00	-3.903100e-01	-3.873680e-04	3.873680e-04	3.873680e-04
1.331041190207341e-03	-2.553799e+00	-3.444692e-01	-4.398521e-04	4.398521e-04	4.398521e-04
1.341041190207341e-03	-2.730961e+00	-2.931959e-01	-4.853996e-04	4.853996e-04	4.853996e-04
1.351041190207341e-03	-2.865055e+00	-2.372987e-01	-5.232920e-04	5.232920e-04	5.232920e-04
1.361041190207341e-03	-2.953964e+00	-1.776592e-01	-5.529317e-04	5.529317e-04	5.529317e-04
1.371041190207341e-03	-2.996289e+00	-1.152183e-01	-5.738546e-04	5.738546e-04	5.738546e-04
